Commands,encoded_intent
Kindly switch off the light in room 3 right away,16
"Switch on the light in room 3 right away, please",17
"Switch off the light in room 3 right away, please",16
"Turn on the light in room 3 right away, please",17
"Turn off the light in room 3 right away, please",16
"Turn on the light in room three right away, please",17
"Turn off the light in room three right away, please",16
"Kindly turn on the light in room 3, immediately",17
"Kindly turn off the light in room 3, immediately",16
"Light on in room 3 right now, please",17
"Light off in room 3 right now, please",16
Please switch on the light in room 3 immediately,17
Please switch off the light in room 3 immediately,16
Kindly switch on the light in room 3 immediately,17
Kindly switch off the light in room 3 immediately,16
"Turn on the light in room 3, now",17
"Turn off the light in room 3, now",16
"Switch the light on in room 3, now",17
"Switch the light off in room 3, now",16
"Please turn on the light in room 3, now",17
"Please turn off the light in room 3, now",16
"Kindly turn the light on in room 3, now",17
"Kindly turn the light off in room 3, now",16
"Activate the light in room 3, now",17
"Deactivate the light in room 3, now",16
"Light on in room 3, right now",17
"Light off in room 3, right now",16
"Light up the third room, now",17
"Light down the third room, now",16
"Please light on in room 3, now",17
"Please light off in room 3, now",16
"Kindly light on in room 3, now",17
"Kindly light off in room 3, now",16
"Start the light in room 3, now",17
"Stop the light in room 3, now",16
"Engage the light in room 3, now",17
"Disengage the light in room 3, now",16
"Please activate the light in room 3, now",17
"Please deactivate the light in room 3, now",16
"Kindly activate the light in room 3, now",17
"Kindly deactivate the light in room 3, now",16
"Turn on the light in room 3, right now",17
"Turn off the light in room 3, right now",16
"Please start the light in room 3, now",17
"Please stop the light in room 3, now",16
"Kindly start the light in room 3, now",17
"Kindly stop the light in room 3, now",16
Please turn off the fan in room 2.,12
Could you switch off the fan in room 2?,12
"Turn off the fan in room 2, please.",12
Power down the fan in room 2.,12
Can you turn off the fan in room 2?,12
Please switch off the fan for room 2.,12
Deactivate the fan in room 2.,12
Shut off the fan in room 2.,12
Please power off the fan in room 2.,12
Turn the fan off in room 2.,12
Can you switch off the fan in room 2?,12
Please turn off the fan for room 2.,12
Turn off the fan inside room 2.,12
Please shut down the fan in room 2.,12
Deactivate the fan for room 2.,12
Power off the fan in room 2.,12
Please turn off room 2 fan.,12
Switch off the fan in room 2.,12
"Turn off room 2 fan, please.",12
Could you turn off the fan in room 2?,12
Please shut off the fan in room 2.,12
Turn the fan in room 2 off.,12
Switch off the fan for room 2.,12
Can you power down the fan in room 2?,12
Please deactivate the fan in room 2.,12
Turn off the fan in room 2 now.,12
Please switch off room 2 fan.,12
Turn off the fan in room 2 immediately.,12
Can you turn the fan off in room 2?,12
Please power down the fan in room 2.,12
Switch off the room 2 fan.,12
Please turn off the fan inside room 2.,12
Turn off the fan for room 2.,12
Please deactivate room 2 fan.,12
Can you switch off room 2 fan?,12
Please shut down room 2 fan.,12
Turn the fan in room 2 off now.,12
Switch off the fan in room 2 now.,12
Please power off room 2 fan.,12
Turn off the room 2 fan.,12
Please turn off the room 2 fan.,12
"Deactivate room 2 fan, please.",12
Shut down the fan in room 2.,12
Can you turn off the fan in room 2 now?,12
Please switch off the fan in room 2 now.,12
Turn off room 2 fan immediately.,12
Switch off the fan in room 2 promptly.,12
Please power down room 2 fan now.,12
Turn off the fan in room 2 quickly.,12
Please deactivate the fan in room 2 now.,12
Can you shut off the fan in room 2 now?,12
Please turn off the fan for room 2 immediately.,12
Turn off the fan in room 2 right now.,12
Please switch off the fan in room 2 promptly.,12
Power down the fan in room 2 immediately.,12
Please deactivate the fan for room 2 now.,12
Turn the fan in room 2 off immediately.,12
Switch off the room 2 fan immediately.,12
Please power down the fan in room 2 promptly.,12
Turn off the fan inside room 2 now.,12
Please shut down the fan in room 2 now.,12
Can you switch off the fan in room 2 immediately?,12
Please turn off the fan in room 2 right now.,12
Deactivate the fan in room 2 immediately.,12
Please power off the fan in room 2 immediately.,12
Turn off the fan in room 2 instantly.,12
Switch off the fan in room 2 without delay.,12
Please deactivate the fan in room 2 swiftly.,12
Turn off the fan for room 2 promptly.,12
Please shut off the fan in room 2 quickly.,12
Can you turn the fan off in room 2 immediately?,12
Please switch off the fan in room 2 instantly.,12
Turn off the room 2 fan promptly.,12
Power off the fan in room 2 now.,12
Please shut down the fan for room 2 immediately.,12
Switch off the fan inside room 2.,12
Turn off room 2 fan now.,12
Please deactivate the room 2 fan immediately.,12
Turn off the fan in room 2 as soon as possible.,12
Please power down the fan in room 2 right now.,12
Switch off the fan in room 2 swiftly.,12
Please shut off the fan in room 2 instantly.,12
Turn off the fan inside room 2 immediately.,12
Please switch off the room 2 fan promptly.,12
Deactivate the fan in room 2 promptly.,12
Please power off room 2 fan immediately.,12
"Turn off the fan in room 2 quickly, please.",12
Switch off the fan for room 2 immediately.,12
Please deactivate the fan in room 2 without delay.,12
Turn off room 2 fan swiftly.,12
Please shut down the fan in room 2 promptly.,12
Power down the fan in room 2 quickly.,12
Turn the fan off in room 2 right now.,12
Please switch off the fan in room 2 swiftly.,12
Deactivate the fan in room 2 right now.,12
Please power down the fan for room 2 immediately.,12
Turn off the fan inside room 2 promptly.,12
Switch off the fan in room 2 as soon as possible.,12
Please deactivate the fan for room 2 immediately.,12
"Turn off the fan in room 2 promptly, please.",12
Please shut off room 2 fan now.,12
Power off the fan in room 2 quickly.,12
Turn off the room 2 fan without delay.,12
Please switch off the room 2 fan swiftly.,12
"Deactivate the fan in room 2 immediately, please.",12
Please turn off the fan in room 2 swiftly.,12
Power down the room 2 fan now.,12
Turn off the fan for room 2 right away.,12
"Please deactivate the fan in room 2 immediately, please.",12
Switch off the room 2 fan right now.,12
Please power off the fan in room 2 quickly.,12
"Turn off the fan in room 2 now, please.",12
Please shut down the fan in room 2 swiftly.,12
Deactivate room 2 fan now.,12
Please turn off room 2 fan immediately.,12
Power down the fan in room 2 right now.,12
Please switch off the fan in room 2 without delay.,12
Turn off the fan for room 2 quickly.,12
Please deactivate the fan in room 2 quickly.,12
Shut down the fan in room 2 now.,12
Please turn off the fan inside room 2 immediately.,12
Power off room 2 fan right now.,12
Please switch off the fan in room 2 right away.,12
Turn off the room 2 fan quickly.,12
Please deactivate the fan for room 2 promptly.,12
Shut off the fan in room 2 without delay.,12
"Please turn off the fan in room 2 now, please.",12
Power down room 2 fan promptly.,12
Please switch off the fan in room 2 quickly.,12
"Turn off the fan in room 2 swiftly, please.",12
Please deactivate room 2 fan swiftly.,12
Shut down the fan for room 2 immediately.,12
Please turn off the fan in room 2 as soon as possible.,12
"Power down the room 2 fan immediately, please.",12
Please switch off room 2 fan without delay.,12
"Turn off the fan in room 2 now, quickly.",12
"Please deactivate the fan in room 2 right now, please.",12
Shut off the fan in room 2 promptly.,12
Please power off the fan for room 2 immediately.,12
"Turn off the room 2 fan right now, please.",12
Please switch off the fan inside room 2 immediately.,12
"Deactivate the fan in room 2 promptly, please.",12
Please turn off the fan for room 2 quickly.,12
Power down the fan in room 2 swiftly.,12
Turn off the fan in room 2 at once.,12
Please deactivate the fan in room 2 promptly.,12
Switch off the fan in room 2 without hesitation.,12
Please turn off the fan in room 2 expeditiously.,12
Can you power down the fan in room 2 immediately?,12
Please shut off the fan in room 2 as soon as possible.,12
Please turn on the fan in room 2.,13
Could you switch on the fan in room 2?,13
"Turn on the fan in room 2, please.",13
Power up the fan in room 2.,13
Can you turn on the fan in room 2?,13
Please switch on the fan for room 2.,13
Activate the fan in room 2.,13
Start the fan in room 2.,13
Please power on the fan in room 2.,13
Turn the fan on in room 2.,13
Can you switch on the fan in room 2?,13
Please turn on the fan for room 2.,13
Turn on the fan inside room 2.,13
Please start the fan in room 2.,13
Activate the fan for room 2.,13
Power on the fan in room 2.,13
Please turn on room 2 fan.,13
Switch on the fan in room 2.,13
"Turn on room 2 fan, please.",13
Could you turn on the fan in room 2?,13
Please start the fan in room 2.,13
Turn the fan in room 2 on.,13
Switch on the fan for room 2.,13
Can you power up the fan in room 2?,13
Please activate the fan in room 2.,13
Turn on the fan in room 2 now.,13
Please switch on room 2 fan.,13
Turn on the fan in room 2 immediately.,13
Can you turn the fan on in room 2?,13
Please power up the fan in room 2.,13
Switch on the room 2 fan.,13
Please turn on the fan inside room 2.,13
Turn on the fan for room 2.,13
Please activate room 2 fan.,13
Can you switch on room 2 fan?,13
Please start room 2 fan.,13
Turn the fan in room 2 on now.,13
Switch on the fan in room 2 now.,13
Please power on room 2 fan.,13
Turn on the room 2 fan.,13
Please turn on the room 2 fan.,13
"Activate room 2 fan, please.",13
Start the fan in room 2.,13
Can you turn on the fan in room 2 now?,13
Please switch on the fan in room 2 now.,13
Turn on room 2 fan immediately.,13
Switch on the fan in room 2 promptly.,13
Please power up room 2 fan now.,13
Turn on the fan in room 2 quickly.,13
Please activate the fan in room 2 now.,13
Can you start the fan in room 2 now?,13
Please turn on the fan for room 2 immediately.,13
Turn on the fan in room 2 right now.,13
Please switch on the fan in room 2 promptly.,13
Power up the fan in room 2 immediately.,13
Please activate the fan for room 2 now.,13
Turn the fan in room 2 on immediately.,13
Switch on the room 2 fan immediately.,13
Please power up the fan in room 2 promptly.,13
Turn on the fan inside room 2 now.,13
Please start the fan in room 2 now.,13
Can you switch on the fan in room 2 immediately?,13
Please turn on the fan in room 2 right now.,13
Activate the fan in room 2 immediately.,13
Please power on the fan in room 2 immediately.,13
Turn on the fan in room 2 instantly.,13
Switch on the fan in room 2 without delay.,13
Please activate the fan in room 2 swiftly.,13
Turn on the fan for room 2 promptly.,13
Please start the fan in room 2 quickly.,13
Can you turn the fan on in room 2 immediately?,13
Please switch on the fan in room 2 instantly.,13
Turn on the room 2 fan promptly.,13
Power on the fan in room 2 now.,13
Please start the fan for room 2 immediately.,13
Switch on the fan inside room 2.,13
Turn on room 2 fan now.,13
Please activate the room 2 fan immediately.,13
Turn on the fan in room 2 as soon as possible.,13
Please power up the fan in room 2 right now.,13
Switch on the fan in room 2 swiftly.,13
Please start the fan in room 2 instantly.,13
Turn on the fan inside room 2 immediately.,13
Please switch on the room 2 fan promptly.,13
Activate the fan in room 2 promptly.,13
Please power on room 2 fan immediately.,13
"Turn on the fan in room 2 quickly, please.",13
Switch on the fan for room 2 immediately.,13
Please activate the fan in room 2 without delay.,13
Turn on room 2 fan swiftly.,13
Please start the fan in room 2 promptly.,13
Power up the fan in room 2 quickly.,13
Turn the fan on in room 2 right now.,13
Please switch on the fan in room 2 swiftly.,13
Activate the fan in room 2 right now.,13
Please power up the fan for room 2 immediately.,13
Turn on the fan inside room 2 promptly.,13
Switch on the fan in room 2 as soon as possible.,13
Please activate the fan for room 2 immediately.,13
"Turn on the fan in room 2 promptly, please.",13
Please start room 2 fan now.,13
Power on the fan in room 2 quickly.,13
Please switch on the fan inside room 2.,13
Turn on room 2 fan right away.,13
Please activate room 2 fan right now.,13
Switch on the fan in room 2 right away.,13
Please power on the fan in room 2 swiftly.,13
Turn on the fan for room 2 without delay.,13
Please start the fan in room 2 swiftly.,13
Activate the fan in room 2 as soon as possible.,13
Please turn on the fan in room 2 without delay.,13
Power up the fan in room 2 right away.,13
"Turn on the fan inside room 2 promptly, please.",13
Please switch on the fan for room 2 promptly.,13
Activate room 2 fan swiftly.,13
Please start the fan in room 2 right now.,13
"Turn on the fan in room 2 instantly, please.",13
Please power on the fan in room 2 promptly.,13
"Switch on the fan in room 2 immediately, please.",13
Please turn on the fan in room 2 right away.,13
Activate the fan in room 2 instantly.,13
Please start the fan in room 2 without delay.,13
Turn on room 2 fan as soon as possible.,13
Please switch on the fan in room 2 right away.,13
Power up the fan for room 2 immediately.,13
Please turn on the fan in room 2 promptly.,13
Switch on the fan in room 2 as soon as you can.,13
Please start the fan for room 2 immediately.,13
"Turn on the fan in room 2 quickly, please.",13
Please power up the fan in room 2 now.,13
Switch on the fan inside room 2 promptly.,13
Please activate the fan in room 2 right away.,13
"Turn on the room 2 fan swiftly, please.",13
Please start the fan in room 2 as soon as possible.,13
Power on the fan in room 2 promptly.,13
Please switch on the fan in room 2 as soon as possible.,13
Please turn on the ceiling fan in room 2.,13
Could you switch on the fan in room 2 now?,13
"Turn on the room 2 fan right away, please.",13
Power up the room 2 fan promptly.,13
Can you turn on the room 2 fan immediately?,13
Please switch on the fan in room 2 right away.,13
Turn on the fan in room 2 at once.,13
Please activate the fan for room 2 swiftly.,13
Power on the fan in room 2 without delay.,13
Turn on the fan in room 2 straightaway.,13
Please start the fan in room 2 without hesitation.,13
Switch on the fan in room 2 immediately.,13
"Turn on the fan in room 2 now, if you can.",13
"Please activate the fan in room 2 now, thanks.",13
"Turn on the fan in room 2, thanks.",13
Can you activate the fan in room 2 for me?,13
Please switch on the ceiling fan in room 2.,13
Start the fan in room 2 right now.,13
Can you please power on the fan in room 2?,13
Turn on the fan in room 2 as soon as you can.,13
Please activate the fan in room 2 promptly.,13
Switch on the fan in room 2 right this moment.,13
"Turn on the fan in room 2 without delay, please.",13
Could you please turn on the fan in room 2?,13
"Power up the fan in room 2 right now, please.",13
Please switch on the fan in room 2 for me.,13
"Activate the fan in room 2 now, thanks.",13
"Turn on the fan in room 2 immediately, if you can.",13
Please power on the fan in room 2 swiftly.,13
"Turn on the room 2 fan at once, please.",13
Can you switch on the fan in room 2 promptly?,13
Please activate the fan in room 2 quickly.,13
"Turn on the fan in room 2 now, thanks.",13
"Power up the room 2 fan immediately, please.",13
Please switch on the fan in room 2 as soon as possible.,13
Start the fan in room 2 right away.,13
Can you please turn on the fan in room 2 now?,13
"Turn on the fan in room 2 without any delay, please.",13
Please activate the fan in room 2 instantly.,13
"Switch on the fan in room 2 right away, please.",13
"Turn on the fan in room 2 immediately, thanks.",13
Could you please switch on the fan in room 2?,13
"Power up the fan in room 2 quickly, please.",13
Please turn on the fan in room 2 right this moment.,13
"Activate the fan in room 2 right now, if you can.",13
"Turn on the fan in room 2 swiftly, please.",13
Can you switch on the fan in room 2 as soon as possible?,13
Please power on the fan in room 2 instantly.,13
"Turn on the room 2 fan immediately, if you can.",13
Please switch on the fan in room 2 right now.,13
"Turn on the fan in room 2 promptly, thanks.",13
Could you please activate the fan in room 2?,13
"Power up the fan in room 2 without delay, please.",13
Please turn on the fan in room 2 as soon as you can.,13
"Switch on the fan in room 2 right away, thanks.",13
"Turn on the fan in room 2 instantly, please.",13
Can you power on the fan in room 2 right now?,13
Please activate the fan in room 2 immediately.,13
Turn on the fan in room 2 right this moment.,13
"Power up the fan in room 2 now, thanks.",13
Please switch on the fan in room 2 swiftly.,13
"Activate the fan in room 2 right away, please.",13
"Turn on the room 2 fan now, if you can.",13
Please turn on the fan in room 2 promptly.,13
Can you switch on the fan in room 2 instantly?,13
Please power on the fan in room 2 quickly.,13
"Turn on the fan in room 2 as soon as possible, please.",13
"Switch on the fan in room 2 now, thanks.",13
Please activate the fan in room 2 right this moment.,13
"Turn on the fan in room 2 immediately, if possible.",13
"Power up the room 2 fan promptly, please.",13
Please switch on the fan in room 2 instantly.,13
"Turn on the fan in room 2 quickly, thanks.",13
"Can you activate the fan in room 2 now, please?",13
Please turn on the fan in room 2 without delay.,13
"Activate the fan in room 2 swiftly, if you can.",13
Power up the fan in room 2 as soon as possible.,13
Please turn on the fan in room 2 right away.,13
"Switch on the fan in room 2 immediately, if possible.",13
"Turn on the fan in room 2 right now, thanks.",13
Please activate the fan in room 2 right now.,13
"Power on the room 2 fan instantly, please.",13
Can you switch on the fan in room 2 right away?,13
Please turn on the fan in room 2 swiftly.,13
"Activate the fan in room 2 now, if you can.",13
"Turn on the fan in room 2 immediately, if you can.",13
"Power up the fan in room 2 quickly, thanks.",13
Please switch on the fan in room 2 right this moment.,13
"Turn on the fan in room 2 right away, please.",13
"Can you activate the fan in room 2 promptly, please?",13
Please power on the fan in room 2 now.,13
"Activate the fan in room 2 immediately, if you can.",13
"Turn on the fan in room 2 swiftly, thanks.",13
"Power up the fan in room 2 instantly, please.",13
Please switch on the fan in room 2 right away.,13
"Turn on the room 2 fan immediately, thanks.",13
Can you please activate the fan in room 2 now?,13
"Power on the fan in room 2 right away, please.",13
Please switch on the fan in room 2 quickly.,13
"Turn on the fan in room 2 promptly, if you can.",13
"Activate the fan in room 2 right now, thanks.",13
Please power up the fan in room 2 swiftly.,13
"Turn on the fan in room 2 instantly, if possible.",13
"Switch on the fan in room 2 promptly, please.",13
Please activate the fan in room 2 as soon as possible.,13
"Turn on the fan in room 2 now, if you can.",13
"Power on the fan in room 2 immediately, thanks.",13
Please switch on the fan in room 2 right this moment.,13
"Activate the fan in room 2 now, please.",13
"Turn on the fan in room 2 swiftly, if you can.",13
Power up the room 2 fan right away.,13
Please turn on the fan in room 2 right now.,13
"Switch on the fan in room 2 immediately, thanks.",13
"Turn on the fan in room 2 instantly, if you can.",13
Please activate the fan in room 2 right away.,13
"Power on the fan in room 2 right now, if you can.",13
Please switch on the fan in room 2 promptly.,13
"Turn on the room 2 fan right this moment, thanks.",13
Can you please activate the fan in room 2 instantly?,13
"Power up the fan in room 2 now, if possible.",13
Please turn on the fan in room 2 quickly.,13
Switch on the fan in room 2 as soon as you can.,13
"Turn on the fan in room 2 promptly, thanks.",13
Please activate the fan in room 2 immediately.,13
Power up the fan in room 2 right this moment.,13
Turn on the fan in room 2 as soon as possible.,13
"Please switch on the fan in room 2 now, thanks.",13
"Activate the fan in room 2 promptly, if you can.",13
"Power on the fan in room 2 immediately, if possible.",13
Please turn on the fan in room 2 right away.,13
"Switch on the fan in room 2 instantly, thanks.",13
"Turn on the fan in room 2 swiftly, if possible.",13
"Please activate the fan in room 2 now, thanks.",13
"Power up the fan in room 2 right now, if possible.",13
Please turn on the fan in room 2 immediately.,13
Switch on the fan in room 2 as soon as possible.,13
"Turn on the room 2 fan right away, thanks.",13
Please activate the fan in room 2 instantly.,13
"Power on the fan in room 2 promptly, if you can.",13
"Turn on the fan in room 2 now, please.",13
Please switch on the fan in room 2 quickly.,13
"Activate the fan in room 2 promptly, if possible.",13
"Power up the fan in room 2 now, if you can.",13
Please turn on the fan in room 2 swiftly.,13
"Switch on the fan in room 2 right away, if possible.",13
Please turn off the fan in room 2.,12
"Switch off the fan in room 2, please.",12
Can you deactivate the fan in room 2?,12
"Power down the fan in room 2, please.",12
Please stop the fan in room 2.,12
Turn off the fan in room 2 immediately.,12
Please switch off the fan in room 2 now.,12
Deactivate the fan in room 2 right away.,12
Please power off the fan in room 2.,12
Can you turn off the fan in room 2 right now?,12
Please stop the fan in room 2 immediately.,12
Turn off the fan in room 2 right away.,12
Switch off the fan in room 2 instantly.,12
Please deactivate the fan in room 2 now.,12
Power down the fan in room 2 immediately.,12
Please turn off the fan in room 2 right away.,12
"Stop the fan in room 2 promptly, please.",12
Can you please switch off the fan in room 2?,12
Please deactivate the fan in room 2 promptly.,12
Turn off the fan in room 2 as soon as possible.,12
"Switch off the fan in room 2 right now, please.",12
Please power down the fan in room 2 now.,12
"Stop the fan in room 2 right away, please.",12
Please turn off the fan in room 2 promptly.,12
Deactivate the fan in room 2 as soon as possible.,12
Can you power off the fan in room 2?,12
Please switch off the fan in room 2 immediately.,12
"Turn off the fan in room 2 swiftly, please.",12
Please stop the fan in room 2 right this moment.,12
Deactivate the fan in room 2 right now.,12
Please power down the fan in room 2 promptly.,12
"Turn off the fan in room 2 instantly, please.",12
Please switch off the fan in room 2 quickly.,12
"Stop the fan in room 2 now, please.",12
Please deactivate the fan in room 2 right this moment.,12
Power down the fan in room 2 right away.,12
Please turn off the fan in room 2 instantly.,12
"Switch off the fan in room 2 promptly, please.",12
Please stop the fan in room 2 swiftly.,12
Deactivate the fan in room 2 without delay.,12
Please power off the fan in room 2 instantly.,12
"Turn off the fan in room 2 now, please.",12
Please switch off the fan in room 2 as soon as you can.,12
Stop the fan in room 2 right away.,12
Please turn off the fan in room 2 without delay.,12
"Deactivate the fan in room 2 promptly, please.",12
"Power down the fan in room 2 swiftly, please.",12
Please stop the fan in room 2 instantly.,12
"Turn off the fan in room 2 promptly, please.",12
"Please switch off the fan in room 2 now, thanks.",12
Deactivate the fan in room 2 right this moment.,12
"Please power down the fan in room 2 now, thanks.",12
"Turn off the fan in room 2 quickly, please.",12
"Please stop the fan in room 2 right away, thanks.",12
"Deactivate the fan in room 2 now, if you can.",12
"Please switch off the fan in room 2 immediately, thanks.",12
"Power down the fan in room 2 promptly, thanks.",12
Please turn off the fan in room 2 quickly.,12
"Stop the fan in room 2 right now, please.",12
"Please deactivate the fan in room 2 right away, thanks.",12
"Turn off the fan in room 2 now, if possible.",12
"Please switch off the fan in room 2 promptly, thanks.",12
"Power off the fan in room 2 immediately, please.",12
"Please turn off the fan in room 2 right now, thanks.",12
"Deactivate the fan in room 2 quickly, please.",12
Please stop the fan in room 2 promptly.,12
"Turn off the fan in room 2 right this moment, please.",12
Please switch off the fan in room 2 without delay.,12
"Power down the fan in room 2 instantly, please.",12
Please deactivate the fan in room 2 swiftly.,12
"Stop the fan in room 2 right this moment, please.",12
"Please turn off the fan in room 2 now, if possible.",12
"Deactivate the fan in room 2 instantly, please.",12
"Please power down the fan in room 2 right away, thanks.",12
"Turn off the fan in room 2 promptly, thanks.",12
Please switch off the fan in room 2 as soon as possible.,12
"Stop the fan in room 2 now, if you can.",12
"Please deactivate the fan in room 2 without delay, thanks.",12
"Power off the fan in room 2 now, if possible.",12
Please turn off the fan in room 2 right this moment.,12
"Deactivate the fan in room 2 quickly, thanks.",12
"Please stop the fan in room 2 immediately, thanks.",12
"Turn off the fan in room 2 swiftly, please.",12
"Please switch off the fan in room 2 promptly, if possible.",12
"Power down the fan in room 2 right now, please.",12
"Please deactivate the fan in room 2 now, if possible.",12
"Stop the fan in room 2 immediately, if you can.",12
"Please turn off the fan in room 2 right away, if possible.",12
"Deactivate the fan in room 2 promptly, if you can.",12
Please power down the fan in room 2 right this moment.,12
"Turn off the fan in room 2 quickly, if possible.",12
"Please switch off the fan in room 2 instantly, thanks.",12
Can you please activate the fan in room 2 for me?,13
Turn on the ceiling fan in room 2 now.,13
Start the fan in room 2 immediately.,13
Could you please power on the fan in room 2?,13
Please activate the fan in room 2 without delay.,13
Turn on the fan in room 2 as soon as possible.,13
Power up the fan in room 2 right away.,13
Please switch on the fan in room 2 promptly.,13
"Activate the fan in room 2 swiftly, please.",13
"Turn on the fan in room 2 immediately, thanks.",13
Can you power on the fan in room 2 right away?,13
"Please activate the fan in room 2 right now, thanks.",13
"Turn on the fan in room 2 swiftly, if possible.",13
"Power up the fan in room 2 now, please.",13
Please switch on the fan in room 2 right now.,13
"Activate the fan in room 2 promptly, if you can.",13
"Turn on the fan in room 2 instantly, if you can.",13
"Power on the fan in room 2 promptly, please.",13
Please turn on the fan in room 2 as soon as possible.,13
Please turn off the fan in room 2 quickly.,12
Can you deactivate the fan in room 2 promptly?,12
"Power down the fan in room 2 swiftly, please.",12
Please stop the fan in room 2 immediately.,12
"Turn off the fan in room 2 promptly, thanks.",12
Please switch off the fan in room 2 without delay.,12
"Deactivate the fan in room 2 right away, please.",12
Please power down the fan in room 2 quickly.,12
"Turn off the fan in room 2 instantly, if you can.",12
Please stop the fan in room 2 swiftly.,12
"Deactivate the fan in room 2 promptly, if possible.",12
"Please power off the fan in room 2 swiftly, thanks.",12
"Turn off the fan in room 2 immediately, if possible.",12
"Please switch off the fan in room 2 instantly, thanks.",12
"Deactivate the fan in room 2 now, please.",12
"Please power down the fan in room 2 promptly, thanks.",12
"Turn off the fan in room 2 quickly, if possible.",12
"Please stop the fan in room 2 right away, thanks.",12
"Deactivate the fan in room 2 instantly, if you can.",12
"Please switch off the fan in room 2 now, please.",12
"Power down the fan in room 2 immediately, thanks.",12
Please turn off the fan in room 2 swiftly.,12
Can you deactivate the fan in room 2 promptly?,12
"Power down the fan in room 2 swiftly, please.",12
Please stop the fan in room 2 immediately.,12
"Turn off the fan in room 2 promptly, thanks.",12
Please switch off the fan in room 2 without delay.,12
"Deactivate the fan in room 2 right away, please.",12
Please power down the fan in room 2 quickly.,12
"Turn off the fan in room 2 instantly, if you can.",12
Please stop the fan in room 2 swiftly.,12
"Deactivate the fan in room 2 promptly, if possible.",12
"Please power off the fan in room 2 swiftly, thanks.",12
"Turn off the fan in room 2 immediately, if possible.",12
"Please switch off the fan in room 2 instantly, thanks.",12
"Deactivate the fan in room 2 now, please.",12
"Please power down the fan in room 2 promptly, thanks.",12
"Turn off the fan in room 2 quickly, if possible.",12
"Please stop the fan in room 2 right away, thanks.",12
"Deactivate the fan in room 2 instantly, if you can.",12
"Please switch off the fan in room 2 now, please.",12
"Power down the fan in room 2 immediately, thanks.",12
Please turn off the fan in room 2 swiftly.,12
Can you deactivate the fan in room 2 promptly?,12
"Power down the fan in room 2 swiftly, please.",12
Please stop the fan in room 2 immediately.,12
"Turn off the fan in room 2 promptly, thanks.",12
Please switch off the fan in room 2 without delay.,12
"Deactivate the fan in room 2 right away, please.",12
Please power down the fan in room 2 quickly.,12
"Turn off the fan in room 2 instantly, if you can.",12
Please stop the fan in room 2 swiftly.,12
"Deactivate the fan in room 2 promptly, if possible.",12
"Please power off the fan in room 2 swiftly, thanks.",12
"Turn off the fan in room 2 immediately, if possible.",12
"Please switch off the fan in room 2 instantly, thanks.",12
"Deactivate the fan in room 2 now, please.",12
"Please power down the fan in room 2 promptly, thanks.",12
Please turn on the light in room 2.,15
Switch on the light in room 2.,15
Light up room 2.,15
Could you turn on the light in room 2?,15
Power up the light in room 2.,15
Activate the light in room 2.,15
Can you turn on the light in room 2?,15
"Turn on the light in room 2, please.",15
Illuminate room 2.,15
"Light room 2, please.",15
Turn the light on in room 2.,15
Can you switch on the light in room 2?,15
Turn on the lights in room 2.,15
Switch the light on in room 2.,15
Please switch on the light in room 2.,15
"Turn the light on in room 2, please.",15
Can you light up room 2?,15
I need the light on in room 2.,15
Could you switch on the light in room 2?,15
Would you turn on the light in room 2?,15
Can you illuminate room 2?,15
Please activate the light in room 2.,15
Switch on room 2 light.,15
Please turn on the room 2 light.,15
Could you light up room 2?,15
"Turn the room 2 light on, please.",15
Can you power up the light in room 2?,15
I need the room 2 light turned on.,15
Would you switch on the room 2 light?,15
Please turn on room 2 light.,15
Turn on the room 2 light.,15
Can you activate the light in room 2?,15
I need the light turned on in room 2.,15
Would you please turn on the light in room 2?,15
Turn on the light for room 2.,15
"Switch on the room 2 lights, please.",15
Turn on the light in room 2 now.,15
Could you please turn on the light in room 2?,15
Please switch the light on in room 2.,15
"Turn on the room 2 lights, please.",15
Switch on the light for room 2.,15
"Turn on room 2 light, please.",15
Can you turn the light on in room 2?,15
Please illuminate room 2.,15
Turn on light in room 2.,15
Switch on light in room 2.,15
Turn on the light in room 2.,15
Can you turn on light in room 2?,15
"Turn on the lights in room 2, please.",15
"Light on in room 2, please.",15
Please light up room 2.,15
Switch on the lights in room 2.,15
Could you turn on the lights in room 2?,15
Please power up the light in room 2.,15
Can you activate light in room 2?,15
Turn on the light inside room 2.,15
Please light the room 2.,15
Turn on room 2 lighting.,15
Switch on room 2 lighting.,15
Can you light room 2?,15
Turn on room 2 illumination.,15
Please turn on the light in the room 2.,15
Turn on the lighting in room 2.,15
Can you power on the light in room 2?,15
Please switch on the lights in room 2.,15
Could you illuminate room 2?,15
Turn on the lamp in room 2.,15
Please light the room 2.,15
Turn on the lights in the room 2.,15
"Light up the room 2, please.",15
Switch on the light for the room 2.,15
Turn the lights on in room 2.,15
Can you light up the room 2?,15
"Illuminate the room 2, please.",15
Turn on the light of room 2.,15
Please switch on the light for room 2.,15
Turn the light on for room 2.,15
Could you switch on light in room 2?,15
Please power on the light in room 2.,15
Light room 2.,15
Turn on the light for the room 2.,15
Can you turn the light on for room 2?,15
"Illuminate room 2, please.",15
Switch the lights on in room 2.,15
Light up the lights in room 2.,15
Turn the lights on in room 2.,15
Turn the room 2 light on.,15
Switch on the lights for room 2.,15
Turn on the lighting for room 2.,15
Light up room 2.,15
Please turn on light in the room 2.,15
Switch on the light in the room 2.,15
